gender,age,education_level,job_fulltime,job_parttime,job_training,job_annualleave,job_laidoff,job_unemplyed,job_retired,job_student,job_other,work_position,employment_duration,weekly_workhours,effect_of_codetermination_process,work_community_help_in_problems,remote_working,excellent_work_performance,feeling_stressed,financial_stress,good_gender_equality_at_work,good_worker_equality_at_work,overall_life_satisfaction,health_status,sleeping_problems,physical_exercise,employment_prospects,ukraine_worries,surrender,feelings,effort_reward_imbalance_reward,effort_reward_imbalance_effort,ERI_RATIO,WHO5_TOTAL,SISU_LP,SISU_AM,SISU_EP,SISU_HR,SISU_HS,SISU_HO
1,39,4,1,0,0,0,0,0,0,1,0,1,1,4,3,3,1,4,4,4,4,3,3,4,2,1,2,4,,,29,16,1.21,44,11,13,12,16,10,7
1,23,4,0,1,0,0,0,0,0,1,0,1,3,1,1,1,1,5,3,1,3,4,4,4,3,1,5,2,1,1,51,17,0.73,68,10,6,15,13,5,4
1,58,4,0,1,0,0,0,0,0,1,0,6,4,1,1,1,2,5,2,3,5,5,3,3,2,2,4,0,1,1,43,6,0.31,60,12,13,14,4,6,4
1,23,3,0,1,0,0,0,0,0,1,0,1,1,2,1,1,4,4,3,3,4,4,4,4,3,2,3,2,1,0,41,18,0.97,44,13,13,14,10,11,5
1,42,3,1,0,0,0,0,0,0,0,0,1,5,4,1,1,1,3,2,1,2,4,2,3,1,1,2,0,1,1,34,22,1.42,76,11,13,16,10,14,8
1,35,4,0,1,0,1,0,0,0,1,0,1,3,2,1,1,1,5,5,5,3,2,2,3,4,4,2,4,0,0,36,16,0.98,40,15,13,19,4,12,3
2,26,3,1,0,1,0,0,0,0,1,0,1,3,4,1,1,1,2,3,2,4,4,4,4,4,3,4,2,1,0,42,14,0.73,72,11,13,12,11,13,8
1,25,2,1,0,1,0,0,0,0,0,0,2,3,5,1,3,2,4,2,1,4,2,4,4,3,3,5,0,1,0,36,16,0.98,60,14,11,14,9,12,8
1,35,3,1,0,0,0,0,0,0,1,0,1,1,4,1,1,4,4,3,2,5,4,2,4,1,3,4,1,,,41,11,0.59,36,8,8,4,9,6,5
1,29,4,1,0,0,0,0,0,0,1,0,1,2,4,1,1,1,5,2,3,4,5,5,5,2,3,5,2,0,1,48,10,0.46,84,18,20,18,4,12,5
1,24,3,1,0,0,0,0,0,0,1,0,1,1,4,1,,1,3,4,2,3,4,5,4,3,3,4,2,,20,42,9,0.47,56,13,13,18,13,12,5
1,32,3,0,0,0,0,0,0,0,1,0,7,,,3,3,,,3,5,,,4,3,4,3,5,1,0,,,,,20,8,7,8,11,12,5
1,23,2,0,0,0,0,0,0,0,1,0,7,,,,,,,5,5,,,2,1,4,1,4,2,,0,,,,4,10,12,14,12,17,9
1,42,3,1,0,0,0,0,0,0,1,0,1,5,4,1,1,4,5,4,4,2,2,4,4,3,2,5,2,1,0,33,25,1.67,40,15,15,15,8,11,7
1,41,4,1,0,0,0,0,0,0,0,0,4,4,2,1,1,1,5,2,3,1,1,4,5,2,2,5,1,,,43,12,0.61,76,14,14,16,10,11,13
1,29,3,0,1,0,0,0,0,0,1,0,1,2,2,1,1,4,2,3,3,3,4,3,4,3,3,4,1,0,0,38,11,0.64,44,6,7,10,10,6,6
1,24,4,0,0,0,0,0,0,0,1,0,7,,,,,,,2,3,,,4,5,3,2,3,1,,,,,,76,14,14,16,9,8,8
1,22,2,0,0,1,0,0,0,0,1,0,1,1,4,1,1,1,4,4,3,5,5,4,4,1,3,5,4,1,0,49,7,0.31,48,16,16,15,13,11,5
1,26,3,0,1,0,0,0,0,0,1,0,1,2,1,1,1,3,4,4,3,4,4,4,3,3,2,3,3,1,0,33,10,0.67,64,13,9,14,10,11,7
2,41,3,1,0,0,0,0,0,0,0,0,1,4,4,1,1,1,5,4,1,4,4,3,3,4,3,5,2,,,46,12,0.57,44,14,17,16,11,16,4
1,25,2,1,0,0,0,0,0,0,0,0,1,1,4,1,1,4,5,1,2,4,4,4,4,2,2,5,2,0,1,28,18,1.41,68,13,16,18,4,11,3
1,49,4,0,0,0,0,0,0,0,1,0,7,,,,,,,3,3,,,4,3,1,1,4,2,,,,,,60,11,13,19,9,9,6
1,36,3,0,1,0,0,0,0,0,1,0,1,2,2,1,1,1,3,3,3,5,5,4,4,3,3,5,2,1,0,41,7,0.38,52,17,12,16,10,12,5
1,21,2,0,1,0,0,0,0,0,1,0,1,3,1,1,1,4,3,5,5,5,6,1,2,2,3,3,4,,0,36,5,0.31,20,13,4,15,16,17,3
1,27,2,1,0,0,0,0,0,0,1,0,1,1,4,1,1,1,4,2,2,4,4,4,3,1,3,5,2,,1,49,6,0.27,72,10,11,13,4,3,9
3,46,4,0,0,0,0,0,0,0,0,1,6,4,4,1,1,1,4,4,4,2,2,5,5,3,3,3,3,0,1,29,17,1.29,64,19,20,18,6,21,18
1,48,3,1,0,0,0,0,0,0,0,0,6,1,4,1,1,1,4,2,5,6,6,4,4,3,3,4,1,1,1,36,18,1.1,56,19,14,19,11,12,9
1,24,3,0,1,0,0,0,0,0,1,0,1,3,1,1,1,1,4,3,1,5,5,4,5,2,2,5,2,0,1,50,13,0.57,56,14,13,12,14,13,18
1,25,3,0,0,0,0,0,0,0,1,0,7,,,,,,,4,4,,,4,4,2,2,3,1,,,,,,56,13,15,12,5,13,6
1,25,2,0,0,1,0,0,0,0,1,0,1,1,5,1,1,1,2,5,3,4,4,4,4,1,4,4,2,0,0,41,21,1.13,64,10,11,9,13,13,7
1,38,4,1,0,0,1,0,0,0,1,0,4,4,4,3,2,1,4,4,4,1,1,4,5,2,2,4,3,,,27,14,1.14,72,14,9,14,9,15,6
1,24,2,0,0,0,0,0,0,0,1,1,7,,,1,1,,,2,2,,,4,5,2,3,5,3,,,,,,80,12,13,14,9,9,13
1,28,2,1,0,0,0,0,0,0,1,0,1,3,4,1,1,4,4,3,3,6,2,4,3,3,3,5,2,1,0,36,25,1.53,36,4,9,9,17,4,5
1,26,2,0,0,0,0,0,0,0,1,0,7,,,,,,,3,4,,,4,4,3,3,4,4,,0,,,,52,8,6,9,15,10,5
1,64,4,1,0,0,1,0,0,0,0,0,4,5,4,,2,1,5,2,2,4,4,5,5,3,2,4,3,,1,39,15,0.85,76,14,10,12,13,12,12
1,26,4,1,0,0,0,0,0,0,0,0,1,3,5,2,1,4,4,3,1,3,4,4,4,3,2,5,1,1,,51,16,0.69,44,16,13,14,6,10,4
1,44,4,1,0,0,0,0,0,0,0,0,4,3,5,1,2,1,4,5,3,4,4,2,4,4,3,3,3,1,,45,25,1.22,52,17,7,19,13,6,5
1,44,2,0,0,0,0,0,0,0,1,0,7,,,,,,,3,3,,,4,4,4,2,5,2,,1,,,,68,16,12,14,12,9,7
1,46,3,0,1,0,0,0,0,0,1,0,5,3,1,1,1,1,2,5,4,3,3,2,2,4,1,4,3,1,0,30,14,1.03,32,10,11,19,13,14,10
1,27,2,0,1,0,0,0,0,0,1,0,1,3,1,1,1,4,3,2,2,4,5,4,5,1,2,3,2,1,1,39,6,0.34,68,15,11,14,10,6,5
1,23,2,0,0,0,0,0,0,0,1,0,7,,,,,,,3,5,,,3,2,2,2,4,2,,,,,,60,9,14,8,6,6,13
2,25,4,1,0,0,0,0,0,0,0,0,6,2,4,3,1,1,4,2,3,4,4,4,4,2,3,2,3,1,1,40,12,0.66,72,11,15,15,6,7,6
2,39,4,1,0,0,1,0,0,0,0,0,6,4,4,1,1,2,2,3,4,2,2,4,4,3,2,1,2,0,1,30,19,1.39,60,12,13,9,14,13,10
1,27,2,0,1,0,0,0,0,0,1,0,1,3,1,1,1,4,5,3,3,6,6,4,5,3,3,4,2,1,1,42,9,0.47,64,13,15,19,11,11,4
1,23,2,0,0,0,0,0,0,0,1,0,7,,,,,,,4,2,,,2,3,4,2,3,1,0,0,,,,36,11,9,14,10,6,8
1,29,4,0,1,0,0,0,0,0,1,0,5,3,3,1,1,4,4,4,3,3,4,4,5,3,2,5,2,,,48,19,0.87,68,12,13,15,12,10,11
1,34,4,0,0,0,0,0,0,0,1,0,7,,,,,,,4,3,,,3,4,4,3,4,4,,0,,,,64,11,10,13,13,11,6
1,39,4,0,1,0,0,0,0,0,1,0,1,4,5,3,2,4,3,4,2,4,4,5,5,2,3,5,4,,1,38,22,1.27,68,13,16,16,7,11,7
1,58,2,0,0,0,0,0,0,1,1,0,7,,,,,,,3,3,,,4,3,3,2,3,4,1,0,,,,64,17,18,18,9,17,12
3,25,2,0,1,0,0,0,0,0,1,0,1,4,1,,,4,4,3,2,5,4,4,3,3,2,4,2,1,0,43,9,0.46,60,8,10,11,11,8,4
1,32,4,0,1,0,0,0,0,0,1,0,1,4,2,1,2,4,5,5,5,4,2,4,3,4,2,2,3,1,1,28,14,1.1,60,15,11,15,12,10,7
1,41,2,1,0,0,0,0,0,0,0,0,1,2,4,1,1,4,4,4,4,5,4,2,4,3,2,4,3,,0,34,20,1.29,48,12,15,16,11,15,12
1,25,3,0,0,0,0,0,0,0,1,0,7,,,,,,,2,4,,,5,5,2,3,5,2,,,32,18,1.24,76,12,13,16,15,15,4
1,25,3,0,0,0,0,0,0,0,1,0,7,,,,,,,5,5,,,2,2,4,1,4,2,,,,,,16,9,9,11,7,8,3
1,26,3,0,0,0,0,0,0,0,1,0,7,,,,,,,4,4,,,3,3,3,3,3,1,0,0,,,,56,10,11,12,12,11,9
1,30,3,0,1,0,0,0,0,0,1,0,1,2,2,1,1,4,2,3,4,2,4,4,4,2,1,3,2,0,0,30,19,1.39,56,15,12,15,15,13,5
1,23,2,0,0,0,0,0,0,0,1,0,7,,,,,,,5,5,,,2,2,2,3,5,2,,0,,,,28,5,7,3,17,11,7
1,21,2,0,1,0,0,0,0,0,1,0,1,1,1,1,1,4,3,3,3,4,4,3,5,2,2,5,3,1,0,37,9,0.54,56,7,7,8,16,12,4
2,25,2,1,0,0,0,0,0,0,1,0,1,2,4,1,,1,5,2,2,2,5,4,4,1,2,5,3,,0,52,8,0.34,60,7,10,13,6,9,6
1,23,2,0,0,0,0,0,0,0,1,0,7,,,,,,,4,4,,,4,4,3,2,5,2,1,,,,,32,7,11,13,11,11,6
2,42,3,0,0,0,0,0,0,0,1,1,7,,,,,,,3,2,,,2,2,3,3,2,2,0,0,,,,28,13,15,14,11,10,10
1,45,4,0,1,0,0,0,0,0,0,0,1,3,4,1,1,1,4,4,3,1,1,4,4,3,3,3,4,0,1,27,18,1.47,80,12,12,13,11,11,13
1,36,3,1,0,0,0,0,0,0,0,0,3,4,4,1,1,1,2,3,3,6,4,4,3,2,2,3,3,1,0,41,18,0.97,48,12,7,10,12,6,7
2,23,2,0,1,0,0,0,0,0,1,0,1,4,2,1,1,4,4,2,2,5,5,4,5,2,4,4,1,,,47,9,0.42,64,10,16,12,7,11,6
1,28,4,1,0,0,0,0,0,0,0,0,5,4,5,1,1,1,5,4,2,5,5,3,3,4,2,4,4,,1,47,19,0.89,36,11,12,17,5,13,9
2,61,4,0,1,0,0,0,0,0,0,0,4,5,4,1,1,1,4,3,3,2,2,3,4,3,3,1,3,,,18,17,2.08,68,13,11,11,10,8,11
1,40,4,1,0,0,0,0,0,0,0,0,6,2,4,1,1,4,4,5,3,4,4,3,5,3,2,5,1,,,37,25,1.49,68,13,11,14,14,8,6
3,27,3,1,0,0,0,0,0,0,1,0,1,4,4,1,1,1,4,2,2,5,5,5,5,1,2,4,3,0,0,46,13,0.62,76,9,8,6,10,6,4
1,25,3,0,1,0,0,0,0,0,1,0,5,1,2,1,1,1,4,4,5,2,3,4,4,2,3,4,3,1,0,,,,60,16,15,19,6,10,5
2,76,4,0,0,0,0,0,0,1,0,0,7,,,1,1,,,3,3,,,4,2,3,2,2,4,1,0,34,10,0.65,64,13,10,11,11,12,10
1,24,2,1,0,0,0,0,0,0,1,0,1,1,4,1,1,1,5,5,2,2,4,2,1,3,1,5,2,1,0,52,18,0.76,20,6,7,10,14,7,11
1,46,4,1,0,0,0,0,0,0,0,0,6,4,5,1,1,1,1,2,1,5,4,4,5,2,3,5,1,,1,47,10,0.47,80,15,14,16,3,12,7
1,61,4,1,0,0,0,0,0,0,0,0,3,5,5,2,3,1,6,2,1,4,1,4,4,4,1,4,2,1,1,33,19,1.27,72,10,10,15,7,6,15
2,32,2,0,0,0,0,0,1,0,1,0,7,,,,,,,3,3,,,4,4,1,2,4,2,,,,,,44,15,13,16,11,9,11
1,25,2,1,0,0,0,0,0,0,1,0,1,2,4,1,1,1,5,3,5,2,2,4,2,3,2,3,1,1,0,27,19,1.55,52,10,13,15,9,13,5
1,40,4,1,0,0,0,0,0,0,0,0,4,2,4,1,1,1,4,2,2,4,4,4,4,3,2,4,2,1,1,46,16,0.77,76,15,16,16,7,11,12
2,27,3,0,0,0,0,0,1,0,0,0,7,,,,,,,2,3,,,4,2,4,2,4,4,,,,,,80,6,7,8,3,6,4
1,33,3,0,0,0,0,0,0,0,1,1,7,,,3,3,,,5,5,,,2,2,4,2,2,4,,0,23,22,2.1,20,5,11,5,11,6,11
1,51,4,1,0,0,0,0,0,0,0,0,4,5,4,2,2,1,4,2,2,3,2,4,5,2,2,4,4,0,1,46,15,0.72,72,13,13,10,7,5,3
1,28,3,1,0,0,0,0,0,0,0,0,1,4,4,1,,1,2,4,1,5,5,4,5,2,3,5,4,,,48,15,0.69,64,12,14,17,9,10,3
2,52,3,1,0,0,1,0,0,0,0,0,1,5,4,1,2,4,3,3,3,4,2,3,2,3,1,3,4,0,1,35,22,1.38,48,19,13,12,11,18,7
1,48,3,1,0,0,0,0,0,0,0,0,4,5,4,1,1,1,2,4,3,4,2,4,2,4,1,5,4,,0,41,18,0.97,48,16,15,16,12,5,10
1,45,3,0,1,0,0,0,0,0,1,0,1,4,1,1,1,4,5,1,2,5,5,4,3,2,2,5,2,,1,38,6,0.35,60,9,11,13,11,10,3
1,48,4,1,0,0,0,0,0,0,0,0,4,1,4,1,,1,3,4,4,3,3,4,2,3,2,3,4,0,0,29,18,1.37,56,12,13,14,12,14,13
1,32,4,1,0,0,0,0,0,0,1,0,1,4,4,1,1,1,4,3,3,4,4,4,4,3,2,4,2,,0,36,13,0.79,56,9,11,9,11,6,8
1,23,3,1,0,0,0,0,0,0,1,0,1,2,4,2,2,1,4,3,3,5,4,4,3,3,2,4,3,0,1,36,17,1.04,56,14,10,13,9,11,10
1,22,3,1,0,0,0,0,0,0,1,0,1,1,4,1,1,1,2,2,1,5,5,4,5,2,3,5,2,1,1,51,6,0.26,80,11,12,8,7,13,6
1,22,2,0,0,0,0,0,0,0,1,1,7,,,,,,,5,3,,,4,3,3,2,3,4,,,,,,64,12,15,9,14,13,10
2,49,3,0,1,0,0,0,0,0,1,0,1,1,3,1,1,4,5,4,3,6,6,2,5,4,2,3,2,1,0,33,13,0.87,28,9,12,12,8,5,6
1,66,2,0,0,0,0,0,0,0,1,0,7,,,,,,,3,1,,,4,3,2,2,1,0,,,,,,36,6,12,7,6,6,6
2,30,3,0,0,0,0,0,0,0,1,0,7,,,,,,,2,3,,,3,5,3,1,4,3,1,0,,,,48,6,13,3,8,4,13
2,57,4,0,0,0,0,0,0,1,0,0,4,,,,,,,2,2,,,1,4,3,3,4,2,1,0,,,,48,14,11,11,3,5,5
1,21,2,0,1,0,0,0,0,0,1,0,6,3,1,1,1,1,2,2,1,5,5,4,4,2,1,4,2,,,,,,84,14,14,14,5,10,5
1,28,4,1,0,0,0,0,0,0,1,0,1,1,4,1,1,1,4,1,4,5,5,4,3,1,2,4,2,1,1,38,18,1.04,64,14,15,14,5,8,4
2,21,2,0,0,0,0,0,0,0,1,0,1,1,2,1,1,,,1,2,,,4,5,1,2,3,2,,,,,,60,14,14,12,11,4,5
2,32,2,0,1,0,0,0,0,0,1,0,4,3,3,3,3,1,4,4,3,4,4,2,3,3,3,5,4,1,1,47,14,0.66,56,6,12,9,20,13,10
2,64,4,0,0,0,0,0,0,1,0,0,6,,,,,,,2,2,,,3,3,2,2,1,3,0,1,,,,48,14,10,6,15,9,15
2,29,3,1,1,0,0,0,0,0,1,0,1,1,5,1,1,1,2,4,4,4,5,3,3,2,3,3,2,1,0,39,18,1.02,68,9,5,11,16,12,10
2,27,3,0,0,0,0,0,0,0,1,0,1,4,1,1,1,4,3,5,5,4,4,2,2,4,4,3,2,,,28,8,0.63,20,6,6,12,11,8,8
2,68,4,0,0,0,0,0,0,1,0,0,4,,,,,,,2,2,,,4,5,2,2,4,3,1,1,42,18,0.94,76,16,14,11,11,11,12
2,40,4,0,0,0,0,0,1,0,0,0,4,1,4,1,1,1,,2,4,5,5,4,5,2,3,3,0,,0,30,15,1.1,68,10,15,12,7,7,9
2,27,4,1,0,0,1,0,0,0,1,0,4,4,4,1,1,1,4,3,2,5,4,3,4,3,2,3,1,0,,36,11,0.67,44,10,12,17,16,18,15
1,28,3,0,0,1,0,0,0,0,1,0,1,1,4,1,1,1,4,4,3,5,4,4,3,4,2,4,2,1,1,47,16,0.75,40,14,16,15,15,7,6
1,20,2,0,0,0,0,0,0,0,1,0,7,,,,,,,4,3,,,4,4,3,2,3,2,,,,,,72,12,11,14,11,11,6
1,29,2,0,1,0,0,0,0,0,1,1,1,3,1,1,1,2,6,5,3,3,4,2,1,4,1,5,4,1,0,42,12,0.63,44,14,10,8,5,15,10
2,30,3,1,0,0,0,0,0,0,0,0,4,3,5,3,3,3,5,2,3,5,3,4,3,2,2,3,1,,,27,24,1.96,76,8,14,8,9,11,8
1,35,4,1,0,0,0,0,0,0,0,0,1,4,4,1,1,1,5,3,3,5,5,4,5,2,2,4,3,,1,35,13,0.82,80,9,14,17,6,6,6
1,34,3,0,0,0,0,0,0,0,1,0,1,3,1,1,1,,6,4,4,,,4,4,3,3,3,3,1,0,,,,52,11,13,11,9,3,8
1,30,4,1,0,0,0,0,0,0,1,0,1,4,4,2,2,1,3,2,2,3,2,4,4,2,3,4,2,,,34,16,1.04,72,15,12,7,11,11,4
3,31,3,0,0,0,0,0,0,0,1,0,7,,,,,,,4,3,,,4,4,4,2,4,1,,0,,,,64,13,12,11,15,14,10
1,41,4,0,1,0,0,0,0,0,0,0,4,5,3,1,1,1,2,4,3,2,2,4,4,2,2,3,1,,,28,15,1.18,72,16,15,19,5,9,3
1,20,2,0,0,1,0,0,0,0,1,0,1,1,3,1,1,,,2,3,,,4,4,3,2,3,1,,1,41,8,0.43,52,15,11,12,11,6,6
2,37,3,0,1,0,0,0,0,0,1,0,1,1,1,1,1,4,6,2,2,4,2,5,5,1,3,5,4,0,,48,6,0.28,80,15,17,14,11,14,5
1,29,4,0,1,0,0,0,0,0,1,0,4,3,2,1,1,1,2,3,2,4,6,4,3,2,3,4,3,0,0,43,8,0.41,76,10,10,13,8,7,5
1,33,3,1,0,0,0,0,0,0,1,0,1,2,4,1,1,1,4,2,3,2,3,5,4,1,1,4,2,,,44,8,0.4,68,14,14,16,9,11,5
2,30,4,1,0,0,0,0,0,0,0,0,1,4,5,1,1,2,4,4,3,1,1,2,5,3,2,2,1,,1,24,17,1.56,52,16,16,16,6,17,10
1,28,3,1,0,0,0,0,0,0,0,0,1,3,4,1,1,1,2,2,1,5,4,4,4,3,2,5,3,,,53,14,0.58,68,10,7,12,12,6,7
1,31,3,1,0,0,0,0,0,0,1,0,4,4,4,1,1,1,4,4,2,2,2,3,3,2,2,4,3,,,36,20,1.22,60,12,13,11,10,12,6
1,31,4,1,0,0,0,0,0,0,0,0,1,3,4,1,,1,3,3,2,1,2,5,4,3,3,5,3,,,42,13,0.68,76,19,17,15,4,15,6
1,21,2,1,0,0,0,0,0,0,0,0,1,1,4,1,1,4,5,2,1,5,5,4,3,1,2,4,1,,,52,8,0.34,56,12,12,10,11,7,3
2,24,2,1,0,0,0,0,0,0,1,1,1,1,4,1,1,4,3,3,2,1,1,3,4,1,1,4,1,1,0,38,9,0.52,48,3,3,3,13,3,3
1,21,2,0,0,0,0,0,0,0,1,0,7,,,,,,,3,4,,,4,5,3,3,5,3,,1,,,,72,14,12,11,14,7,6
1,19,2,0,1,0,0,0,0,0,1,0,1,2,1,,,,,3,2,5,5,3,4,2,2,3,1,,1,42,6,0.31,84,12,12,20,8,10,12
2,24,3,0,1,0,0,0,0,0,1,0,4,3,1,1,1,1,4,3,1,4,5,5,4,1,3,5,1,1,0,49,10,0.45,76,8,17,10,9,11,8
1,35,4,1,0,0,0,0,0,0,1,0,4,2,5,1,1,1,4,3,2,5,5,1,5,1,2,4,4,1,0,53,14,0.58,72,12,10,13,11,8,7
1,26,2,0,1,0,0,0,0,0,1,0,1,1,2,1,1,4,2,4,4,4,4,4,3,4,2,4,3,1,,35,11,0.69,48,7,8,14,14,14,3
1,28,4,1,0,0,0,0,0,0,1,0,1,2,4,1,1,1,3,3,1,5,4,3,4,4,2,4,1,,0,43,,,44,7,12,11,11,6,9
1,25,2,1,1,0,0,0,0,0,1,0,2,3,2,1,1,4,4,2,4,5,4,5,5,2,2,4,2,1,1,38,14,0.81,60,8,9,9,18,6,14
1,36,4,0,0,0,0,0,0,0,0,1,6,3,3,1,1,2,5,3,4,4,4,4,4,3,3,3,3,,,40,12,0.66,72,9,7,9,11,11,6
1,25,4,1,0,0,0,0,0,0,0,0,1,3,4,1,1,1,2,1,1,4,4,5,5,2,3,5,3,,1,45,14,0.68,96,13,12,12,11,14,4
1,38,4,0,1,0,0,0,0,0,0,0,1,3,3,1,1,1,2,4,2,4,4,2,3,3,2,4,2,1,0,38,18,1.04,44,11,10,13,18,13,12
1,34,4,1,0,0,0,0,0,0,0,0,1,4,4,1,1,1,4,2,1,,5,4,4,2,2,4,1,,1,47,16,0.75,72,14,13,16,5,6,6
1,33,4,0,0,0,0,0,1,0,1,0,7,,,,,,,4,5,,,4,4,3,3,3,4,1,0,,,,60,13,13,14,8,6,10
1,52,4,1,0,0,0,0,0,1,0,0,4,5,3,1,1,2,4,2,2,4,4,4,2,2,2,2,3,,,46,20,0.96,56,18,16,16,5,7,9
2,21,2,0,0,1,0,0,0,0,1,0,1,1,4,1,1,1,4,3,1,4,5,5,4,1,1,4,1,1,0,50,15,0.66,76,17,13,16,4,9,7
1,32,4,0,1,0,0,0,0,0,0,0,1,4,3,1,1,1,5,3,1,1,1,5,5,1,4,4,2,1,1,34,8,0.52,80,18,13,21,4,7,7
1,32,4,1,0,0,0,0,0,0,1,0,1,3,4,1,1,1,4,4,3,2,3,4,5,3,4,3,1,,1,50,11,0.48,56,18,18,17,7,8,6
2,25,3,1,0,0,0,0,0,0,1,0,1,3,5,1,1,2,4,3,3,4,2,3,4,4,3,2,2,,,29,16,1.21,72,16,18,20,14,20,9
2,36,4,0,0,0,0,0,1,0,0,0,7,,,3,3,,,3,5,,,1,1,4,1,1,1,1,0,,,,24,17,14,17,7,5,18
1,20,3,0,1,0,0,0,0,0,1,0,1,2,3,1,1,4,4,3,3,5,4,2,2,2,3,1,1,1,,38,16,0.93,12,13,11,18,14,13,11
1,21,2,1,0,0,0,0,0,0,1,0,1,2,4,1,1,4,2,4,3,5,5,4,4,2,2,3,1,,,34,10,0.65,40,11,9,11,13,8,6
1,32,4,1,0,0,0,0,0,0,0,0,1,2,4,1,1,1,2,2,3,4,4,4,4,3,1,3,1,0,1,23,10,0.96,68,7,5,8,12,3,8
2,24,4,1,0,0,0,0,0,0,0,0,1,2,4,1,1,2,2,1,3,5,4,3,3,3,2,2,2,1,,46,13,0.62,64,12,13,14,15,14,10
1,21,2,0,0,0,0,0,0,0,1,0,7,,,,,,,5,2,,,3,4,2,2,4,2,1,0,,,,52,13,12,14,11,7,6
2,23,3,1,0,0,0,0,0,0,0,0,1,1,4,1,1,1,4,4,2,5,5,4,4,4,3,3,2,,,48,12,0.55,52,13,13,11,7,12,6
3,20,2,0,1,0,0,0,0,0,1,0,1,3,3,1,1,4,6,2,2,4,4,5,4,2,2,4,3,,,,,,60,10,12,17,10,14,4
2,36,4,1,0,0,0,0,0,0,0,0,4,4,4,1,2,3,2,3,2,4,2,2,2,3,3,5,3,,0,31,18,1.28,32,7,9,7,10,7,13
1,27,3,0,1,0,0,0,0,0,1,0,1,4,2,1,1,4,4,3,3,3,2,4,4,2,2,3,2,,,30,16,1.17,48,17,12,14,9,10,8
2,30,4,1,0,0,0,0,0,0,0,0,4,2,4,1,,1,5,5,1,4,4,3,2,4,1,4,3,1,1,31,21,1.49,40,17,12,16,8,13,11
1,65,4,0,0,0,0,0,0,1,0,0,4,5,4,2,2,1,5,2,2,2,2,5,4,2,2,4,3,,,41,16,0.86,76,11,11,8,9,9,12
1,20,2,0,0,0,0,0,0,0,1,0,7,,,,,,,5,4,,,4,2,3,3,4,2,,1,,,,88,20,11,20,8,11,4
1,24,3,1,0,0,0,0,0,0,1,0,4,3,4,1,1,1,3,4,1,5,4,4,4,3,2,5,2,,,44,17,0.85,52,12,10,9,13,13,3
2,21,2,0,0,0,0,0,0,0,1,0,7,,,,,,,2,1,,,4,4,2,3,4,1,1,,,,,60,17,9,14,7,6,7
3,32,4,1,0,0,0,0,0,0,0,0,6,3,4,1,1,1,3,4,3,4,4,4,5,3,3,5,2,1,0,42,20,1.05,64,18,18,18,8,10,16
1,23,3,0,0,0,0,0,0,0,1,0,7,,,,,1,,3,2,,,3,4,1,2,4,2,,1,,,,68,12,15,14,11,11,6
1,22,2,0,1,0,0,0,0,0,1,0,1,4,4,1,1,4,4,4,4,3,,4,4,3,2,4,2,,,,,,60,12,11,14,12,9,5
